drug_name_clean,COUNTY,STATE,COUNTY_CODE,median_cost,num_prices
Adalimumab,Volusia,FL,10630,3497.2695,1926
Adalimumab,Wabash,IL,14983,3492.9970000000003,832
Adalimumab,Wabash,IN,15840,3565.1635,1143
Adalimumab,Wabasha,MN,24780,3493.9575999999997,852
Adalimumab,Wabaunsee,KS,17980,3497.2695,775
Adalimumab,Wadena,MN,24790,3482.4342,1068
Adalimumab,Wagoner,OK,37720,3497.2695,1205
Adalimumab,Wahkiakum,WA,50340,3479.7147,840
Adalimumab,Wake,NC,34910,3497.2695,1892
Adalimumab,Wakulla,FL,10640,3482.4342,949
Adalimumab,Waldo,ME,20130,3571.3054,982
Adalimumab,Walker,AL,01630,3497.2695,1389
Adalimumab,Walker,GA,11921,3497.4004,1299
Adalimumab,Walker,TX,45949,3497.268,1421
Adalimumab,Walla Walla,WA,50350,3482.4342,1085
Adalimumab,Wallace,KS,17981,3497.4004,427
Adalimumab,Waller,TX,45950,3476.9937,1391
Adalimumab,Wallowa,OR,38310,3486.3061,505
Adalimumab,Walsh,ND,35490,3497.2695,810
Adalimumab,Walthall,MS,25730,3497.2695,1150
Adalimumab,Walton,FL,10650,3482.4475,1210
Adalimumab,Walton,GA,11930,3497.2695,1893
Adalimumab,Walworth,SD,43640,3488.726,744
Adalimumab,Walworth,WI,52630,3585.7398,1079
Adalimumab,Wapello,IA,16890,3497.4004,857
Adalimumab,Ward,ND,35500,3497.2695,718
Adalimumab,Ward,TX,45951,3497.2695,601
Adalimumab,Ware,GA,11940,3497.2695,1244
Adalimumab,Warren,GA,11941,3497.2695,1403
Adalimumab,Warren,IL,14984,3476.9937,1039
Adalimumab,Warren,IN,15850,3497.2695,1335
Adalimumab,Warren,IA,16900,3528.5715,956
Adalimumab,Warren,KY,18986,3497.2695,1202
Adalimumab,Warren,MS,25740,3497.2695,1047
Adalimumab,Warren,MO,26991,3497.2695,1283
Adalimumab,Warren,NJ,31390,3497.2695,1054
Adalimumab,Warren,NY,33750,3593.7321,1293
Adalimumab,Warren,NC,34920,3485.6395,1209
Adalimumab,Warren,OH,36840,3497.2695,2330
Adalimumab,Warren,PA,39740,3497.2695,1696
Adalimumab,Warren,TN,44880,3497.2695,1291
Adalimumab,Warren,VA,49930,3589.8119,1224
Adalimumab,Warrick,IN,15860,3497.2695,1262
Adalimumab,Wasatch,UT,46250,3497.2695,755
Adalimumab,Wasco,OR,38320,3432.36,513
Adalimumab,Waseca,MN,24800,3489.78395,838
Adalimumab,Washabaugh,SD,43650,3423.1354,431
Adalimumab,Washakie,WY,53210,3497.2695,488
Adalimumab,Washburn,WI,52640,3497.4004,813
Adalimumab,Washington,AL,01640,3497.2695,1050
Adalimumab,Washington,AR,04710,3497.4004,1377
Adalimumab,Washington,CO,06600,3586.2262499999997,822
Adalimumab,Washington,FL,10660,3497.26875,860
Adalimumab,Washington,GA,11950,3497.2695,1428
Adalimumab,Washington,ID,13430,3497.2695,765
Adalimumab,Washington,IL,14985,3488.7245,1073
Adalimumab,Washington,IN,15870,3497.2695,1150
Adalimumab,Washington,IA,16910,3497.2695,878
Adalimumab,Washington,KS,17982,3571.3054,549
Adalimumab,Washington,KY,18987,3497.2695,1203
Adalimumab,Washington,LA,19580,3493.894,1155
Adalimumab,Washington,ME,20140,3567.44805,872
Adalimumab,Washington,MD,21210,3497.4004,744
Adalimumab,Washington,MN,24810,3488.7816,1322
Adalimumab,Washington,MS,25750,3497.2695,1034
Adalimumab,Washington,MO,26992,3497.4004,1279
Adalimumab,Washington,NE,28880,3497.2695,1064
Adalimumab,Washington,NY,33760,3593.7321,1293
Adalimumab,Washington,NC,34930,3497.1264,1040
Adalimumab,Washington,OH,36850,3497.2695,1531
Adalimumab,Washington,OK,37730,3497.4004,497
Adalimumab,Washington,OR,38330,3483.78365,1454
Adalimumab,Washington,PA,39750,3497.2695,1943
Adalimumab,Washington,RI,41050,3519.3765,885
Adalimumab,Washington,TN,44890,3497.2695,1154
Adalimumab,Washington,TX,45952,3497.268,1081
Adalimumab,Washington,UT,46260,3497.2695,816
Adalimumab,Washington,VT,47110,3497.4004,669
Adalimumab,Washington,VA,49950,3589.8205,1098
Adalimumab,Washington,WI,52650,3569.6914500000003,1164
Adalimumab,Washita,OK,37740,3522.1379,618
Adalimumab,Washoe,NV,29150,3497.1264,1168
Adalimumab,Washtenaw,MI,23800,3405.9425,1735
Adalimumab,Watauga,NC,34940,3482.4342,1226
Adalimumab,Watonwan,MN,24820,3489.5979500000003,802
Adalimumab,Waukesha,WI,52660,3567.8108,1216
Adalimumab,Waupaca,WI,52670,3497.2695,1182
Adalimumab,Waushara,WI,52680,3497.2695,1167
Adalimumab,Wayne,GA,11960,3497.2695,1284
Adalimumab,Wayne,IL,14986,3476.9952,979
Adalimumab,Wayne,IN,15880,3497.2695,1302
Adalimumab,Wayne,IA,16920,3500.5324,829
Adalimumab,Wayne,KY,18988,3497.2695,1216
Adalimumab,Wayne,MI,23810,3405.9356,1874
Adalimumab,Wayne,MS,25760,3497.2695,1217
Adalimumab,Wayne,MO,26993,3585.74775,782
Adalimumab,Wayne,NE,28890,3497.2695,1010
Adalimumab,Wayne,NY,33770,3497.2695,869
Adalimumab,Wayne,NC,34950,3497.2695,1153
Adalimumab,Wayne,OH,36860,3497.2695,2034
Adalimumab,Wayne,PA,39760,3497.2695,1649
Adalimumab,Wayne,TN,44900,3497.2695,1238
Adalimumab,Wayne,UT,46270,3497.268,457
Adalimumab,Wayne,WV,51490,3497.2695,1194
Adalimumab,Waynesboro,VA,49951,3589.8205,1203
Adalimumab,Weakley,TN,44910,3497.2695,1069
Adalimumab,Webb,TX,45953,3497.268,1331
Adalimumab,Weber,UT,46280,3497.2695,944
Adalimumab,Webster,GA,11961,3497.2695,1363
Adalimumab,Webster,IA,16930,3497.2695,905
Adalimumab,Webster,KY,18989,3497.2695,1283
Adalimumab,Webster,LA,19590,3497.2695,1032
Adalimumab,Webster,MS,25770,3499.5023,930
Adalimumab,Webster,MO,26994,3497.4004,1171
Adalimumab,Webster,NE,28900,3497.2695,902
Adalimumab,Webster,WV,51500,3497.2695,1149
Adalimumab,Weld,CO,06610,3527.1752,1439
Adalimumab,Wells,IN,15890,3568.0618,1175
Adalimumab,Wells,ND,35510,3482.4342,678
Adalimumab,West Baton Rouge,LA,19600,3493.894,1293
Adalimumab,West Carroll,LA,19610,3497.2695,993
Adalimumab,West Feliciana,LA,19620,3497.268,1102
Adalimumab,Westchester,NY,33800,3497.2695,1669
Adalimumab,Western Connecticut,CT,07000,3568.0618,1221
Adalimumab,Westmoreland,PA,39770,3497.2695,1969
Adalimumab,Westmoreland,VA,49960,3589.8205,1149
Adalimumab,Weston,WY,53220,3497.268,627
Adalimumab,Wetzel,WV,51510,3497.2695,1194
Adalimumab,Wexford,MI,23830,3482.4342,1311
Adalimumab,Wharton,TX,45954,3497.2695,1225
Adalimumab,Whatcom,WA,50360,3497.2695,1113
Adalimumab,Wheatland,MT,27530,3497.268,623
Adalimumab,Wheeler,GA,11962,3497.2695,1302
Adalimumab,Wheeler,NE,28910,3497.2695,826
Adalimumab,Wheeler,OR,38340,3429.703,579
Adalimumab,Wheeler,TX,45955,3497.268,650
Adalimumab,White,AR,04720,3497.2695,1200
Adalimumab,White,GA,11963,3497.2695,1537
Adalimumab,White,IL,14987,3482.4475,899
Adalimumab,White,IN,15900,3558.7873,1295
Adalimumab,White,TN,44920,3497.2695,1226
Adalimumab,White Pine,NV,29160,3497.3996500000003,400
Adalimumab,Whiteside,IL,14988,3469.3903,965
Adalimumab,Whitfield,GA,11970,3507.7402,1076
Adalimumab,Whitley,IN,15910,3568.0618,1182
Adalimumab,Whitley,KY,18990,3497.2695,1203
Adalimumab,Whitman,WA,50370,3497.2695,508
Adalimumab,Wibaux,MT,27540,3497.2695,488
Adalimumab,Wichita,KS,17983,3497.4004,454
Adalimumab,Wichita,TX,45960,3497.2695,771
Adalimumab,Wicomico,MD,21220,3497.2695,661
Adalimumab,Wilbarger,TX,45961,3497.2695,615
Adalimumab,Wilcox,AL,01650,3497.2695,946
Adalimumab,Wilcox,GA,11971,3497.2695,1340
Adalimumab,Wilkes,GA,11972,3497.2695,1416
Adalimumab,Wilkes,NC,34960,3497.2695,1546
Adalimumab,Wilkin,MN,24830,3482.44085,1020
Adalimumab,Wilkinson,GA,11973,3497.2695,1413
Adalimumab,Wilkinson,MS,25780,3497.4004,891
Adalimumab,Will,IL,14989,3458.322,1644
Adalimumab,Willacy,TX,45962,3497.268,1455
Adalimumab,Williams,ND,35520,3497.2695,680
Adalimumab,Williams,OH,36870,3544.2088,1569
Adalimumab,Williamsburg,SC,42440,3497.2695,1396
Adalimumab,Williamsburg,VA,49961,3597.1501,1312
Adalimumab,Williamson,IL,14990,3405.9274,776
Adalimumab,Williamson,TN,44930,3497.2695,1413
Adalimumab,Williamson,TX,45970,3497.2695,1496
Adalimumab,Wilson,KS,17984,3516.0055,771
Adalimumab,Wilson,NC,34970,3497.2695,1263
Adalimumab,Wilson,TN,44940,3497.2695,1375
Adalimumab,Wilson,TX,45971,3497.2695,1536
Adalimumab,Winchester,VA,49962,3597.1501,1118
Adalimumab,Windham,VT,47120,3497.4004,750
Adalimumab,Windsor,VT,47130,3497.4004,750
Adalimumab,Winkler,TX,45972,3482.4342,707
Adalimumab,Winn,LA,19630,3497.26875,1110
Adalimumab,Winnebago,IL,14991,3469.3903,1331
Adalimumab,Winnebago,IA,16940,3506.28205,896
Adalimumab,Winnebago,WI,52690,3497.2695,1246
Adalimumab,Winneshiek,IA,16950,3512.0317,803
Adalimumab,Winona,MN,24840,3490.6472,922
Adalimumab,Winston,AL,01660,3497.2695,1102
Adalimumab,Winston,MS,25790,3520.9581,801
Adalimumab,Wirt,WV,51520,3497.2695,1175
Adalimumab,Wise,TX,45973,3497.2695,1562
Adalimumab,Wise,VA,49970,3589.8205,1098
Adalimumab,Wolfe,KY,18991,3497.2695,1177
Adalimumab,Wood,OH,36880,3534.9085,2006
Adalimumab,Wood,TX,45974,3497.2695,1191
Adalimumab,Wood,WV,51530,3497.2695,1168
Adalimumab,Wood,WI,52700,3568.0618,850
Adalimumab,Woodbury,IA,16960,3497.2695,886
Adalimumab,Woodford,IL,14992,3482.4342,1117
Adalimumab,Woodford,KY,18992,3497.2695,1255
Adalimumab,Woodruff,AR,04730,3497.2695,1148
Adalimumab,Woods,OK,37750,3522.1379,618
Adalimumab,Woodson,KS,17985,3571.3211,718
Adalimumab,Woodward,OK,37760,3485.6395,593
Adalimumab,Worcester,MD,21230,3482.4342,611
Adalimumab,Worcester,MA,22170,3497.268,1272
Adalimumab,Worth,GA,11980,3497.3989,1233
Adalimumab,Worth,IA,16970,3497.2695,799
Adalimumab,Worth,MO,26995,3597.1588,696
Adalimumab,Wrangell,AK,02275,3497.4004,374
Adalimumab,Wrangell-Petersburg,AK,02280,3497.4004,374
Adalimumab,Wright,IA,16980,3497.4004,863
Adalimumab,Wright,MN,24850,3487.7483,1202
Adalimumab,Wright,MO,26996,3568.0618,1065
Adalimumab,Wyandot,OH,36890,3530.5432,1877
Adalimumab,Wyandotte,KS,17986,3501.0132000000003,1064
Adalimumab,Wyoming,NY,33900,3497.4004,1362
Adalimumab,Wyoming,PA,39790,3497.2695,1630
Adalimumab,Wyoming,WV,51540,3497.2695,1068
Adalimumab,Wythe,VA,49980,3589.8205,1144
Adalimumab,Yabucoa,PR,40760,3520.6773,937
Adalimumab,Yabucoa,NA,40760,3540.87005,160
Adalimumab,Yadkin,NC,34980,3497.2695,1606
Adalimumab,Yakima,WA,50380,3497.268,1021
Adalimumab,Yakutat,AK,02282,3497.4004,374
Adalimumab,Yalobusha,MS,25800,3497.2695,1034
Adalimumab,Yamhill,OR,38350,3497.268,1089
Adalimumab,Yancey,NC,34981,3497.2695,1541
Adalimumab,Yankton,SD,43670,3488.726,865
Adalimumab,Yates,NY,33910,3497.2695,1117
Adalimumab,Yauco,PR,40770,3520.6773,976
Adalimumab,Yauco,NA,40770,3540.87005,160
Adalimumab,Yavapai,AZ,03120,3555.0496,1062
Adalimumab,Yazoo,MS,25810,3497.2695,1047
Adalimumab,Yell,AR,04740,3497.2695,1403
Adalimumab,Yellow Medicine,MN,24860,3451.1774,875
Adalimumab,Yellowstone,MT,27550,3476.9952,794
Adalimumab,Yigo,NA,65210,3681.333,19
Adalimumab,Yoakum,TX,45980,3485.6395,707
Adalimumab,Yolo,CA,05670,3438.5507,1097
Adalimumab,Yona,NA,65220,3681.333,19
Adalimumab,York,ME,20150,3585.7398,962
Adalimumab,York,NE,28920,3497.2695,923
Adalimumab,York,PA,39800,3497.2695,2026
Adalimumab,York,SC,42450,3497.2695,1539
Adalimumab,York,VA,49981,3597.1501,1331
Adalimumab,Young,TX,45981,3482.4342,774
Adalimumab,Yuba,CA,05680,3406.0638,627
Adalimumab,Yukon-Koyukuk,AK,02290,3497.4004,374
Adalimumab,Yuma,AZ,03130,3497.2695,923
Adalimumab,Yuma,CO,06620,3590.41005,514
Adalimumab,Zapata,TX,45982,3497.268,1004
Adalimumab,Zavala,TX,45983,3497.2695,1001
Adalimumab,Ziebach,SD,43680,3485.6395,611
Apixaban,Abbeville,SC,42000,9.1778,213
Apixaban,Acadia,LA,19000,9.19665,168
Apixaban,Accomack,VA,49000,9.190100000000001,174
Apixaban,Ada,ID,13000,9.0838,189
Apixaban,Adair,IA,16000,9.1988,135
Apixaban,Adair,KY,18000,9.1837,186
Apixaban,Adair,MO,26000,9.202,114
Apixaban,Adair,OK,37000,9.1826,153
Apixaban,Adams,CO,06000,9.1888,222
Apixaban,Adams,ID,13010,9.0555,111
Apixaban,Adams,IL,14000,9.1646,150
Apixaban,Adams,IN,15000,9.18695,180
Apixaban,Adams,IA,16010,9.1957,135
Apixaban,Adams,MS,25000,9.0949,105
Apixaban,Adams,NE,28000,9.2096,144
Apixaban,Adams,ND,35000,9.1098,87
Apixaban,Adams,OH,36000,9.1798,243
Apixaban,Adams,PA,39000,9.1344,288
Apixaban,Adams,WA,50000,9.1596,105
Apixaban,Adams,WI,52000,9.1597,144
Apixaban,Addison,VT,47000,9.1968,111
Apixaban,Adjuntas,PR,40010,9.494,162
Apixaban,Adjuntas,NA,40010,10.4078,18
Apixaban,Agana,NA,65010,9.5049,3
Apixaban,Agana Heights,NA,65020,9.5049,3
Apixaban,Agat,NA,65030,9.5049,3
Apixaban,Aguada,PR,40020,9.4322,171
Apixaban,Aguada,NA,40020,10.4078,18
Apixaban,Aguadilla,PR,40030,9.4322,171
Apixaban,Aguadilla,NA,40030,10.4078,18
Apixaban,Aguas Buenas,PR,40040,9.494,153
Apixaban,Aguas Buenas,NA,40040,10.4078,18
Apixaban,Aibonito,PR,40050,9.494,153
Apixaban,Aibonito,NA,40050,10.4078,18
Apixaban,Aiken,SC,42010,9.1409,216
Apixaban,Aitkin,MN,24000,9.1092,165
Apixaban,Alachua,FL,10000,9.1781,195
Apixaban,Alamance,NC,34000,9.19695,270
Apixaban,Alameda,CA,05000,9.152,198
Apixaban,Alamosa,CO,06010,9.19555,96
Apixaban,Albany,NY,33000,9.1979,264
Apixaban,Albany,WY,53000,9.16255,90
Apixaban,Albemarle,VA,49010,9.1874,195
Apixaban,Alcona,MI,23000,8.9916,177
Apixaban,Alcorn,MS,25010,9.2,117
Apixaban,Aleutians East,AK,02013,9.30955,54
Apixaban,Aleutians West,AK,02016,9.30955,54
Apixaban,Alexander,IL,14010,9.1766,129
Apixaban,Alexander,NC,34010,9.1864,231
Apixaban,Alexandria,VA,49011,9.19565,202
Apixaban,Alfalfa,OK,37010,9.2048,102
Apixaban,Alger,MI,23010,8.981,105
Apixaban,Allamakee,IA,16020,9.201049999999999,132
Apixaban,Allegan,MI,23020,8.9783,231
Apixaban,Allegany,MD,21000,9.14555,72
Apixaban,Allegany,NY,33010,9.2004,231
Apixaban,Alleghany,NC,34020,9.1857,183
Apixaban,Alleghany,VA,49020,9.1946,189
Apixaban,Allegheny,PA,39010,9.1966,270
Apixaban,Allen,IN,15010,9.1925,213
Apixaban,Allen,KS,17000,9.213,132
Apixaban,Allen,KY,18010,9.1845,177
Apixaban,Allen,LA,19010,9.1945,165
Apixaban,Allen,OH,36010,9.168,291
Apixaban,Allendale,SC,42020,9.1886,195
Apixaban,Alpena,MI,23030,9.0034,177
Apixaban,Alpine,CA,05010,9.1825,78
Apixaban,Amador,CA,05020,9.1966,117
Apixaban,Amelia,VA,49030,9.1946,210
Apixaban,Amherst,VA,49040,9.1874,195
Apixaban,Amite,MS,25020,9.1826,132
Apixaban,Anasco,PR,40060,9.4322,171
Apixaban,Anasco,NA,40060,10.4078,18
Apixaban,Anchorage,AK,02020,9.30955,54
Apixaban,Anderson,KS,17010,9.2142,126
Apixaban,Anderson,KY,18020,9.1841,210
Apixaban,Anderson,SC,42030,9.1886,246
Apixaban,Anderson,TN,44000,9.18335,198
Apixaban,Anderson,TX,45000,9.1175,165
Apixaban,Andrew,MO,26010,9.2065,129
Apixaban,Andrews,TX,45010,9.1183,120
Apixaban,Androscoggin,ME,20000,9.1963,159
Apixaban,Angelina,TX,45020,9.1933,135
Apixaban,Angoon,AK,02030,9.30955,54
Apixaban,Anne Arundel,MD,21010,9.1849,174
Apixaban,Anoka,MN,24010,9.1301,204
Apixaban,Anson,NC,34030,9.1835,225
Apixaban,Antelope,NE,28010,9.2096,144
Apixaban,Antrim,MI,23040,8.9916,186
Apixaban,Apache,AZ,03000,9.1813,99
Apixaban,Appanoose,IA,16030,9.1988,135
Apixaban,Appling,GA,11000,9.1965,207
Apixaban,Appomattox,VA,49050,9.194700000000001,210
Apixaban,Aransas,TX,45030,9.1924,183
Apixaban,Arapahoe,CO,06020,9.1876,231
Apixaban,Archer,TX,45040,9.187100000000001,126
Apixaban,Archuleta,CO,06030,9.2054,117
Apixaban,Arecibo,PR,40070,9.4322,171
Apixaban,Arecibo,NA,40070,10.4078,18
Apixaban,Arenac,MI,23050,9.0117,237
Apixaban,Arkansas,AR,04000,9.1997,201
Apixaban,Arlington,VA,49060,9.1963,208
Apixaban,Armstrong,PA,39070,9.1966,264
Apixaban,Armstrong,TX,45050,9.1175,141
Apixaban,Aroostook,ME,20010,9.1869,144
Apixaban,Arroyo,PR,40080,9.494,153
Apixaban,Arroyo,NA,40080,10.4078,18
Apixaban,Arthur,NE,28020,9.1234,72
Apixaban,Asan,NA,65040,9.5049,3
Apixaban,Ascension,LA,19020,9.1967,195
Apixaban,Ashe,NC,34040,9.1461,165
Apixaban,Ashland,OH,36020,9.1505,303
Apixaban,Ashland,WI,52010,9.1907,120
Apixaban,Ashley,AR,04010,9.1909,183
Apixaban,Ashtabula,OH,36030,9.1882,192
Apixaban,Asotin,WA,50010,9.1994,84
Apixaban,Assumption,LA,19030,9.199850000000001,174
Apixaban,Atascosa,TX,45060,9.1909,237
Apixaban,Atchison,KS,17020,9.2085,135
Apixaban,Atchison,MO,26020,9.2065,111
Apixaban,Athens,OH,36040,9.1903,198
Apixaban,Atkinson,GA,11010,9.1958,198
Apixaban,Atlantic,NJ,31000,9.1963,213
Apixaban,Atoka,OK,37020,9.2043,105
Apixaban,Attala,MS,25030,9.1826,162
Apixaban,Audrain,MO,26030,9.2019,174
Apixaban,Audubon,IA,16040,9.1988,123
Apixaban,Auglaize,OH,36050,9.168,282
Apixaban,Augusta,VA,49070,9.1946,204
Apixaban,Aurora,SD,43010,9.1146,111
Apixaban,Austin,TX,45070,9.1933,210
Apixaban,Autauga,AL,01000,9.1982,222
Apixaban,Avery,NC,34050,9.1648,219
Apixaban,Avoyelles,LA,19040,9.1966,168
Apixaban,Baca,CO,06040,9.20475,72
Apixaban,Bacon,GA,11011,9.1961,201
Apixaban,Bailey,TX,45080,9.19365,144
Apixaban,Baker,FL,10010,9.1544,162
Apixaban,Baker,GA,11020,9.1958,225
Apixaban,Baker,OR,38000,9.1613,75
Apixaban,Baldwin,AL,01010,9.1976,231
Apixaban,Baldwin,GA,11030,9.1958,234
Apixaban,Ballard,KY,18030,9.1837,177
Apixaban,Baltimore,MD,21020,9.1858,183
Apixaban,Baltimore,MD,21020,9.1858,183
Apixaban,Baltimore City,MD,21030,9.1858,153
Apixaban,Bamberg,SC,42040,9.1579,204
Apixaban,Bandera,TX,45090,9.1769,237
Apixaban,Banks,GA,11040,9.1977,249
Apixaban,Banner,NE,28030,9.2058,90
Apixaban,Bannock,ID,13020,9.093,111
Apixaban,Baraga,MI,23060,8.981,105
Apixaban,Barber,KS,17030,9.23615,78
Apixaban,Barbour,AL,01020,9.1976,147
Apixaban,Barbour,WV,51000,9.1318,159
Apixaban,Barceloneta,PR,40090,9.494,165
Apixaban,Barceloneta,NA,40090,10.4078,18
Apixaban,Barnes,ND,35010,9.2046,123
Apixaban,Barnstable,MA,22000,9.1716,126
Apixaban,Barnwell,SC,42050,9.181650000000001,198
Apixaban,Barranquitas,PR,40100,9.494,153
Apixaban,Barranquitas,NA,40100,10.4078,18
Apixaban,Barren,KY,18040,9.185,195
Apixaban,Barrigada,NA,65050,9.5049,3
Apixaban,Barron,WI,52020,9.188,120
Apixaban,Barrow,GA,11050,9.1977,273
Apixaban,Barrow-North Slope,AK,02040,9.30955,54
Apixaban,Barry,MI,23070,8.978,213
Apixaban,Barry,MO,26040,9.2087,189
Apixaban,Bartholomew,IN,15020,9.1866,186
Apixaban,Barton,KS,17040,9.213,69
Apixaban,Barton,MO,26050,9.2109,162
Apixaban,Bartow,GA,11060,9.1977,252
Apixaban,Bastrop,TX,45100,9.1924,219
Apixaban,Bates,MO,26060,9.2056,162
Apixaban,Bath,KY,18050,9.1835,183
Apixaban,Bath,VA,49080,9.190100000000001,180
Apixaban,Baxter,AR,04020,9.19455,162
Apixaban,Bay,FL,10020,9.1459,168
Apixaban,Bay,MI,23080,9.0157,249
Apixaban,Bayamon,PR,40110,9.494,156
Apixaban,Bayamon,NA,40110,10.4078,18
Apixaban,Bayfield,WI,52030,9.1782,132
Apixaban,Baylor,TX,45110,9.1058,114
Apixaban,Beadle,SD,43020,9.207,93
Apixaban,Bear Lake,ID,13030,9.2015,66
Apixaban,Beaufort,NC,34060,9.15255,138
Apixaban,Beaufort,SC,42060,9.141449999999999,222
Apixaban,Beauregard,LA,19050,9.1954,162
Apixaban,Beaver,OK,37030,9.212,87
Apixaban,Beaver,PA,39080,9.1966,270
Apixaban,Beaver,UT,46000,9.20195,72
Apixaban,Beaverhead,MT,27000,9.0567,105
Apixaban,Becker,MN,24020,9.101849999999999,168
Apixaban,Beckham,OK,37040,9.209399999999999,90
Apixaban,Bedford,PA,39100,9.1514,231
Apixaban,Bedford,TN,44010,9.1922,192
Apixaban,Bedford,VA,49088,9.1845,63
Apixaban,Bedford,VA,49090,9.1876,198
Apixaban,Bee,TX,45113,9.1183,174
Apixaban,Belknap,NH,30000,9.1869,162
Apixaban,Bell,KY,18060,9.1837,177
Apixaban,Bell,TX,45120,9.166450000000001,174
Apixaban,Belmont,OH,36060,9.1966,207
Apixaban,Beltrami,MN,24030,9.0833,150
Apixaban,Ben Hill,GA,11070,9.1961,207
Apixaban,Benewah,ID,13040,9.2015,66
Apixaban,Bennett,SD,43030,9.1092,75
Apixaban,Bennington,VT,47010,9.1938,120
Apixaban,Benson,ND,35020,9.209050000000001,96
Apixaban,Bent,CO,06050,9.20475,102
Apixaban,Benton,AR,04030,9.200600000000001,216
Apixaban,Benton,IN,15030,9.18435,216
Apixaban,Benton,IA,16050,9.126000000000001,150
Apixaban,Benton,MN,24040,9.1095,162
Apixaban,Benton,MS,25040,9.1999,126
Apixaban,Benton,MO,26070,9.205,156
Apixaban,Benton,OR,38010,9.2032,138
Apixaban,Benton,TN,44020,9.19525,192
Apixaban,Benton,WA,50020,9.1963,153
Apixaban,Benzie,MI,23090,8.9916,183
Apixaban,Bergen,NJ,31100,9.1965,207
Apixaban,Berkeley,SC,42070,9.1888,222
Apixaban,Berkeley,WV,51010,9.12515,162
Apixaban,Berks,PA,39110,9.13405,300
Apixaban,Berkshire,MA,22010,9.1968,105
Apixaban,Bernalillo,NM,32000,9.19115,180
Apixaban,Berrien,GA,11080,9.20125,180
Apixaban,Berrien,MI,23100,9.01025,192
Apixaban,Bertie,NC,34070,9.1461,153
Apixaban,Bethel,AK,02050,9.30955,54
Apixaban,Bexar,TX,45130,9.1432,330
Apixaban,Bibb,AL,01030,9.1982,213
Apixaban,Bibb,GA,11090,9.1964,255
Apixaban,Bienville,LA,19060,9.19555,162
Apixaban,Big Horn,MT,27010,9.0567,105
Apixaban,Big Horn,WY,53010,9.2202,72
Apixaban,Big Stone,MN,24050,9.0682,126
Apixaban,Billings,ND,35030,9.1098,81
Apixaban,Bingham,ID,13050,9.093,111
Apixaban,Black Hawk,IA,16060,9.1957,159
Apixaban,Blackford,IN,15040,9.1859,192
Apixaban,Bladen,NC,34080,9.144,195
Apixaban,Blaine,ID,13060,9.1797,96
Apixaban,Blaine,MT,27020,9.2046,63
Apixaban,Blaine,NE,28040,9.2033,90
Apixaban,Blaine,OK,37050,9.128,123
Apixaban,Blair,PA,39120,9.1421,273
Apixaban,Blanco,TX,45140,9.19365,204
Apixaban,Bland,VA,49100,9.19,189
Apixaban,Bleckley,GA,11100,9.1958,216
Apixaban,Bledsoe,TN,44030,9.1853,201
Apixaban,Blount,AL,01040,9.1976,228
Apixaban,Blount,TN,44040,9.1835,195
Apixaban,Blue Earth,MN,24060,9.13675,150
Apixaban,Boise,ID,13070,8.9625,147
Apixaban,Bolivar,MS,25050,9.1999,159
Apixaban,Bollinger,MO,26080,9.2031,138
Apixaban,Bon Homme,SD,43040,9.1098,117
Apixaban,Bond,IL,14020,9.1646,186
Apixaban,Bonner,ID,13080,9.0935,120
Apixaban,Bonneville,ID,13090,9.093,120
Apixaban,Boone,AR,04040,9.2025,180
Apixaban,Boone,IL,14030,9.1531,213
Apixaban,Boone,IN,15050,9.1867,234
Apixaban,Boone,IA,16070,9.1639,156
Apixaban,Boone,KY,18070,9.192599999999999,222
Apixaban,Boone,MO,26090,9.202,195
Apixaban,Boone,NE,28050,9.2096,144
Apixaban,Boone,WV,51020,9.1318,159
Apixaban,Borden,TX,45150,9.1231,126
Apixaban,Bosque,TX,45160,9.1058,156
Apixaban,Bossier,LA,19070,9.1966,168
Apixaban,Botetourt,VA,49110,9.1864,216
Apixaban,Bottineau,ND,35040,9.2073,69
Apixaban,Boulder,CO,06060,9.19165,228
Apixaban,Boundary,ID,13100,9.093,111
Apixaban,Bourbon,KS,17050,9.2085,135
Apixaban,Bourbon,KY,18080,9.1845,201
Apixaban,Bowie,TX,45170,9.1058,150
Apixaban,Bowman,ND,35050,9.1098,87
Apixaban,Box Butte,NE,28060,9.2058,66
Apixaban,Box Elder,UT,46010,9.20155,138
Apixaban,Boyd,KY,18090,9.185,189
Apixaban,Boyd,NE,28070,9.2138,114
Apixaban,Boyle,KY,18100,9.1837,186
Apixaban,Bracken,KY,18110,9.1845,201
Apixaban,Bradford,FL,10030,9.1282,150
Apixaban,Bradford,PA,39130,9.13545,252
Apixaban,Bradley,AR,04050,9.1909,183
Apixaban,Bradley,TN,44050,9.1914,207
Apixaban,Branch,MI,23110,9.00735,246
Apixaban,Brantley,GA,11110,9.1961,204
Apixaban,Braxton,WV,51030,9.131,156
Apixaban,Brazoria,TX,45180,9.1449,243
Apixaban,Brazos,TX,45190,9.1058,168
Apixaban,Breathitt,KY,18120,9.1835,183
Apixaban,Breckinridge,KY,18130,9.1846,201
Apixaban,Bremer,IA,16080,9.1957,147
Apixaban,Brevard,FL,10040,9.1097,273
Apixaban,Brewster,TX,45200,9.1053,102
Apixaban,Briscoe,TX,45201,9.177,135
Apixaban,Bristol,MA,22020,9.1741,222
Apixaban,Bristol,RI,41000,9.1988,150
